text	label
the type of dumbed-down exercise in stereotypes that gives the [teen comedy] genre a bad name . 	1
her strong relationship with her father , howard , is evident as she shares the hopelessness of her marriage . 	0
probes in a light-hearted way the romantic problems of individuals for whom the yearning for passion spells discontent . 	1
starry-eyed forest ranger , jackie , rescues the hunk of her dreams from a cliff side motorcycle accident . 	0
though it was made with careful attention to detail and is well-acted by james spader and maggie gyllenhaal , i felt disrespected . 	1
with david carradine , theo van gogh , kate clarke and henry jaglom - featuring a soundtrack by grammy nominated composer willie wisely , who also plays the lead character , willie vincent . 	0
women prisoners strike up a friendship with a young law student who works as a part-time prison guard . 	0
a beautifully tooled action thriller about love and terrorism in korea . 	1
frank and steve came to atlantic city twenty years ago to make a big score . 	0
the following morning , cadmus discovers the terrible aftermath : the still-raving agave dancing through the woods , her dead son's head clutched in her hands . 	0
when a prank goes terribly wrong landing a kid in the hospital , landon is assigned to tutor a young student on the weekends and participate in the drama club's spring play . 	0
a few zingers aside , the writing is indifferent , and jordan brady's direction is prosaic . 	1
the sweetest thing , a romantic comedy with outrageous tendencies , may be a mess in a lot of ways . but it does have one saving grace . a lot of its gags and observations reflect a woman's point-of-view . 	1
based on an acclaimed 1935 novel about the war of liberation ( 1918-1920 ) that ensured estonia's independence , the film tells about a group of young schoolboys heading to the front to fight the army of soviet russia . 	0
provides a porthole into that noble , trembling incoherence that defines us all . 	1
dantes is imprisoned on the island prison of chateau d'lf for 13 years , where he plots revenge against those who betrayed him . 	0
his mother wants a normal life for herself and finnigan . 	0
so he starts to write an expose and disguises himself as a naive astronaut named zip martin . 	0
"focuses on joan's raging hormones and sledgehammers the audience with spanish inquisitions about her "" madness "" so much that i became mad that i wasted 123 minutes and $9 . 50 on this 21st century torture device . "	1
but when those worlds collide , taking the lives of his wife and younger son , sullivan and his surviving son , michael jr . , leave their sedate home life behind and embark on a startling journey of revenge . 	0
" "" analyze that "" is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original . "	1
this examination of aquatic life off the shores of the baja california peninsula of mexico offers an engrossing way to demonstrate the virtues of the imax format . 	1
hoffman's unfettered performance beautifully captures wilson's sad , manic quality . 	1
but there is indie rock , a restless entrepreneurial spirit , and carly , morgan and chuck , three optimistic post college grads , ready to make their splash in the world . 	0
sus problemas empiezan cuando bigardo , un presentador de televisi&#243 ; n con problemas de audiencia , decide convertirlo en un &#237 ; dolo de masas . 	0
rises and falls on the strength of its individual episodes . mostly , it rises , though its extreme length ill suits its anecdotal structure ( or perhaps vice versa ) . 	1
during that time , evelyn and her brothers suffer the abuses of living in orphanages while desmond struggles to secure finances . 	0
mexican crimelord beno gildemontes has stolen classified intelligence data . 	0
through the looking glass is a psychological horror detailing the path of one man's obsession that culminates in madness , fear and ultimately death . 	0
talk to her is excellent movie-making and much of it is wondrous , but my conscience won't allow me to be devoted to unconditionally singing its praises . 	1
and then a body turns up on cape cod . . . 	0
the misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten . 	1
christians sensitive to a reductionist view of their lord as a luv-spreading dr . feelgood or omnipotent slacker will feel vastly more affronted than secularists , who might even praise god for delivering such an instant camp classic . 	1
an unusual and compelling chinese film about the loving interventions of a father and mother whose oldest son is a drug addict . 	1
but everyone's plans don't go according to schedule . . . 	0
he moves around the urban landscape from park bench to bus bench with his best friend , an aging dog named bones . 	0
the girl's lover thinks she's been kidnapped , and goes looking for her . 	0
as expected , sayles' smart wordplay and clever plot contrivances are as sharp as ever , though they may be overshadowed by some strong performances . 	1
the boy gets a shock when he comes to know that the job involves spying sharad's wife . 	0
the ring just left me cold and wet like i was out in the seattle drizzle without rainwear . 	1
like a documentary version of fight club , shorn of social insight , intellectual pretension and cinematic interest . 	1
that rare film whose real-life basis is , in fact , so interesting that no embellishment is needed . 	1
with billy badly wounded , hotly pursued by a determined sheriff , the gang makes an unexpected and unwelcome visit . 	0
an artful yet depressing film that makes a melodramatic mountain out of the molehill of a missing bike . 	1
it's a talking head documentary , but a great one . 	1
his big brother george has also made a new friend , will , so stuart is feeing lonely . 	0
she survives and after being in a coma for five years , she wakes to seek revenge on her co-workers and boss who had attacked her . 	0
it downplays the initial assault , referring to it only in fragmented flashbacks , while offering a cogent critique of ongoing attitudes about rape and its victims , particularly in japan . 	1
"my 5-year-old niece emily was so thrilled by the first 20 minutes , she announced , "" i'm gonna try to stay awake through the whole movie ! "" , which she then proceeded to do . "	1
"the draw [for "" big bad love "" ] is a solid performance by arliss howard . "	1
with no known family , he leave his california roots for middle america in search of what may be a distant cousin . 	0
if myers decides to make another austin powers movie , maybe he should just stick with austin and dr evil . 	1
see clockstoppers if you have nothing better to do with 94 minutes . but be warned , you too may feel time has decided to stand still . or that the battery on your watch has died . 	1
 it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . 	1
just one more collection of penis , breast and flatulence gags in search of a story . or a profit . or some damn thing . 	1
billy is now ready to play the ultimate showman ! 	0
glib , satirical documentary that fudges facts , makes facile points and engages in the cinematic equivalent of tabloid journalism . 	1
they are known as masters of the runaway art . 	0
a young man lingers in the family home of his fiancee , after her accidental death . 	0
kilabot is now off to save sienna and to avenge kamandag's death . 	0
this film was made by and for those folks who collect the serial killer cards and are fascinated by the mere suggestion of serial killers . for the rest of us , sitting through dahmer's two hours amounts to little more than punishment . 	1
though there are many tense scenes in trapped , they prove more distressing than suspenseful . 	1
they go through three days of hell , friendship , madness and hope . 	0
"ever notice the similarities between steve "" the crocodile hunter "" irwin and boba fett ? "	0
he wants to realize the dream nurtured for year by his father . 	0
gra�as �s intera��es entre seus personagens , o filme torna-se n�o apenas uma hist�ria divertida sobre uma curiosa persegui��o , mas tamb�m um belo estudo de personagens . 	1
this cheery , down-to-earth film is warm with the cozy feeling of relaxing around old friends . 	1
an art whose medium is one of flesh and bone . 	0
through trial and failures , she teaches him to use the power of eternal souls to solve both his professional and personal problems . 	0
"styled after vh1's "" behind the music , "" this mockumentary profiles the rise and fall of an internet startup , called icevan . com . "	0
joe , a rootless young drifter , finds work on a barge travelling between glasgow and edinburgh , owned by les and his wife ella . 	0
[screenwriter] pimental took the farrelly brothers comedy and feminized it , but it is a rather poor imitation . 	1
woo's fights have a distinct flair . his warriors collide in balletic explosion that implies an underlying order throughout the chaos . 	1
it stars schticky chris rock and stolid anthony hopkins , who seem barely in the same movie . their contrast is neither dramatic nor comic -- it's just a weird fizzle . 	1
but after sigmund freud's note ( above ) on the nefarious nature of females , the doctors hatched the theory of counter-transference to explain their feelings . 	0
at its best , the good girl is a refreshingly adult take on adultery . . . 	1
he has orchestrated a perverse sport where prisoners fight , sometime to the death for the entertainment and profit of he and his cronies . 	0
jolie's performance vanishes somewhere between her hair and her lips . 	1
jonah was kind of like a mailman except his messages came straight from god . 	0
brosnan's finest non-bondish performance yet fails to overcome the film's manipulative sentimentality and annoying stereotypes . 	1
in doing so , he learns that the conventional answers of easy availability of guns , violent national history , violent entertainment and even poverty are inadequate to explain this violence when other cultures share those same factors without the equivalent carnage . 	0
it's a race against the clock as jay must convince kay--who not only has no memory of his time spent with the agency , but is also the only person alive who has the expertise to save the galaxy--to reunite with the mib before earth is destroyed completely . 	0
like the series , the movie is funny , smart , visually inventive , and most of all , alive . 	1
this may be burns's strongest film since the brothers mcmullen . 	1
the human stain is the story of coleman silk ( hopkins ) , a classics professor with a terrible secret that is about to shatter his life in a small new england town . 	0
approaching his 18th birthday , david drops out of school and runs away from home and from a conflicting relationship with his mother elena . 	0
john connor ( nick stahl ) is living in the streets as a hacker . 	0
now &#38 ; forever is a dramatic contemporary love story combining elements of spirituality , heart and integrity . 	0
horrendously amateurish filmmaking that is plainly dull and visually ugly when it isn't incomprehensible . 	1
but there are some surprises on the way . . . 	0
now , kimberly , along with the other survivors , must find a way to save themselves . . . 	0
while being led away , some re-agent falls from his pocket where it is picked up by a young man that was camping nearby . 	0
many of benjamins' elements feel like they've been patched in from an episode of miami vice . 	1
when the gammasphere goes wrong , bruce banner is afflicted with the ability to turn into a mammoth creature soon dubbed 'the hulk' , a manifestation of his own inner demons that he mutates into when it is emotionally triggered . 	0
director roger michell mounts this thriller as an action-packed , sometimes tongue-in-cheek celebrity death match . 	1
a knowing look at female friendship , spiked with raw urban humor . 	1
beyond borders is an epic tale of the turbulent romance between two star-crossed lovers set against the backdrop of the world's most dangerous hot spots . 	0
but with little hope of breaking the game's vicious cycle of money , dark deeds and long spells of incarceration , mel's life represents everything tiz is trying to escape . 	0
it further declares its director , zhang yang of shower , as a boldly experimental , contemporary stylist with a bright future . 	1
"a virus has escaped in a secret facility called "" the hive , "" turning the staff into hungry zombies and releasing the mutated lab "" animals "" that they were studying . "	0
halpern and rolov follow three young men : 23-year old straight-laced circuit virgin , brandon ; 21-year old party boy with a drug problem , tone ; and sensitive but strong-willed 19-year old , jon . 	0
jackass : the movie is a disgusting , repulsive , grotesque spectacle , but it's also hilarious and provocative . god help me , thumbs up . 	1
mois&#233 ; s kaufman and members of new york's tectonic theater project went to laramie , wyoming after the murder of matthew shepard . 	0
" "" 13 conversations "" holds its goodwill close , but is relatively slow to come to the point . "	1
their rescue mission leads them to a disused lab , but what should have been a simple raid turns into a series of twisted and mind bending incidents where the free and the caged switch places , in this tormented psychological horror . 	0
it is her destiny to sing in the movies a final wish before the afterlife . 	0
the major problem with windtalkers is that the bulk of the movie centers on the wrong character . 	1
as he struggles to achieve social success , he discovers his darker side . 	0
utterly lacking in charm , wit and invention , roberto benigni's pinocchio is an astonishingly bad film . 	1
the pretense is that her father jake is dying . 	0
it'll keep you wide awake and . . . very tense . 	1
 . . . surprisingly inert for a movie in which the main character travels back and forth between epochs . 	1
the story also depicts the first encounters between europeans and north american indians and the birth of the first european child on north american soil . 	0
in the 1880's , chon wang ( jackie chan ) 's father and keeper of the imperial seal has been murdered by parliament and royal family member rathbone ( aidan gillen ) , ( who steals the imperial seal ) with chon wang's sister , chon lin ( fann wong ) witnessing the murder . 	0
smart , sassy interpretation of the oscar wilde play . 	1
an earnest , roughshod document , it serves as a workable primer for the region's recent history , and would make a terrific 10th-grade learning tool . 	1
elaborate special effects take centre screen , so that the human story is pushed to one side . 	1
a man ( phillipe ) awakens in a hospital not recalling the last two years as he begins to find out things from his past he discovers his ability to move from the year 2002 to the year 1999 . 	0
the film is a verbal duel between two gifted performers . 	1
but who is the one doing it , malfoy , gamekeeper hagrid ( robbie coltrane ) , or , even , harry ? 	0
as fate would have it , they realize how close they all are from the other side ; of life , of love , and of losing it . 	0
samira makhmalbaf's new film blackboards is much like the ethos of a stream of consciousness , although , it's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal	1
the basic premise is intriguing but quickly becomes distasteful and downright creepy . 	1
and yet , amid the overwhelming destitution and the daily quest for survival , the desire for joy , beauty and music is still alive . 	0
neil burger here succeeded in . . . making the mystery of four decades back the springboard for a more immediate mystery in the present . 	1
will god let her fall or give her a new path ? 	0
epic myth becomes burning truth on the mountain of fire . 	0
the visionary quest begins on the operating table , where a surgeon grafts a prototype ocular implant into his eye socket . 	0
i'm not sure which half of dragonfly is worse : the part where nothing's happening , or the part where something's happening , but it's stupid . 	1
everywhere he goes he is plagued by cats and when by chance he meets carol on a lonely highway they must begin a journey , avoiding the mysterious private detective mr barlow and the terrifying inhuman creature jack , to uncover the dark truth to charlie's life . 	0
it is set in the fantasy world middle-earth , created by tolkien in 'the hobbit' , 'the lord of the rings' , and 'the silmarillion' . 	0
i'm not exactly sure what this movie thinks it is about . 	1
while their first few meetings are innocent enough , the obsessive and seductive madison wants more - much more . 	0
it's a great american adventure and a wonderful film to bring to imax . 	1
emma agrees to bret's plan and the thefts are go smoothly , resulting in enough money for the lovers to go away , but emma wants more . 	0
that storytelling has value cannot be denied . not even solondz's thirst for controversy , sketchy characters and immature provocations can fully succeed at cheapening it . 	1
you would be better off investing in the worthy emi recording that serves as the soundtrack , or the home video of the 1992 malfitano-domingo production . 	1
davis has filled out his cast with appealing fresh faces . 	1
as shaky as the plot is , kaufman's script is still memorable for some great one-liners . 	1
le d&#233 ; fi is a musical comedy , inspired by the great american tradition and set in today's world of france's hip hop movement . 	0
after six months at sea on an unassisted solo circumnavigation , georgia perry's 44-foot sloop is becalmed for several days . 	0
he goes to a small room downtown , where he finds some rich asian teenager punks who are slumming it in their own little kick pad . 	0
here , they return stateside on a hospital ship , each with their own wounds , and the movie follows their intertwined and separate destinies . 	0
pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . 	1
"carlton "" niche "" james ( cory barlog ) tries desperatly to meet women . "	0
her slutty roommate , lara ( jessica biel ) , has the hots for victor as well . 	0
this is not an easy film . but it could be , by its art and heart , a necessary one . 	1
fessenden has nurtured his metaphors at the expense of his narrative , but he does display an original talent . 	1
graffiti removal has subverted the common obstacles blocking creative expression and become one of the more intriguing and important art movements of our time . 	0
the attorney leaves the scene of the accident and strands the salesman , causing him to miss his custody hearing . 	0
take care of my cat offers a refreshingly different slice of asian cinema . 	1
a hit man from the same mob is sent to kill sullivan and his family , but only kills his wife and son , peter . 	0
try as you might to resist , if you've got a place in your heart for smokey robinson , this movie will worm its way there . 	1
even with harris's strong effort , the script gives him little to effectively probe lear's soul-stripping breakdown . 	1
paco , a rapper and performer , indifferent to all except her career , dreams of hitting the top ten chart . 	0
chris jones ( malik yoba ) is a strong , independent , black man who finds himself lost on a desolate road . 	0
lilli black , battling her painful memories and the secrets surrounding her dying father , collides into the complicated and obsessive life of morrison wiley on the streets of new york city . 	0
a determined , ennui-hobbled slog that really doesn't have much to say beyond the news flash that loneliness can make people act weird . 	1
a brilliant pianist , a polish jew , witnesses the restrictions nazis place on jews in the polish capital , from restricted access to the building of the warsaw ghetto . 	0
such a wildly uneven hit-and-miss enterprise , you can't help suspecting that it was improvised on a day-to-day basis during production . 	1
eccentric enough to stave off doldrums , caruso's self-conscious debut is also eminently forgettable . 	1
today the mighty trident ssbns form a deterrent shield for the united states . 	0
typifies the pros and cons of the films that india churns out . 	1
the sum of all fears pretends to be a serious exploration of nuclear terrorism , but it's really nothing more than warmed-over cold war paranoia . 	1
charlie is heartbroken when his girlfriend of three years , mallory , breaks up with him . 	0
the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them . strange occurrences build in the mind of the viewer and take on extreme urgency . 	1
then one night when he's up in his mom's loft , a dead famous comedian appears who tells pauly to kill himself cause he'll go down as a comedic genius who died before his time . 	0
but hamilton high is about to become an all too real battleground when a well-organized group of killers armed with automatic weapons and explosives invade the supposedly deserted school after hours to use it as an operating base for meticulously planned armored car robbery . 	0
ever see one of those comedies that just seem like a bad idea from frame one ? 	1
a passable romantic comedy , in need of another couple of passes through the word processor . 	1
bad . very bad . stultifyingly , dumbfoundingly , mind-numbingly bad . 	1
henk otte lives on disability with his wife and son outside of amsterdam . 	0
robert immediately tries to flee with his assistant and narrowly manages to escape the pursuing tong but not without a heavy price . 	0
the aaa of action , xxx is a blast of adrenalin , rated eee for excitement . and vin diesel is the man . 	1
if ayurveda can help us return to a sane regimen of eating , sleeping and stress-reducing contemplation , it is clearly a good thing . 	1
this is a happy throwback to the time when cartoons were cinema's most idiosyncratic form instead of one of its most predictable . 	1
tinke , a 9-year-old orphan from the wilderness , struggles to find her unknown , rich grandparents . 	0
the sentimental script has problems , but the actors pick up the slack . 	1
even accepting this in the right frame of mind can only provide it with so much leniency . 	1
as different as salt lake city and new york city , sam and charly are thrown together by circumstance and repelled by differences . 	0
"with no job possibilities on the horizon , the two dads open their own day care facility , "" daddy day care "" , and employ some fairly unconventional and sidesplitting methods of caring for children . "	0
a dull , somnambulant exercise in pretension whose pervasive quiet is broken by frequent outbursts of violence and noise . 	1
philippa is arrested and questioned about her ( supposedly terroristic ) motives . 	0
the zany search for the shoes begins , as she follows the footsteps through the lively streets of havana , running into the quirky , colorful characters that bring viva zapato and dolore's dream . 	0
his odyssey finally leads him onto a theatre stage . 	0
throughout the day's move , their two very different groups of friends tangle in conflicts and romance while august tries to figure out who he really wants before it's too late . 	0
for all its bile and incoherence , in praise of love is filled with haunting images and insights . godard may be a lion in winter , but the lion still roars . 	1
the action-packed caper revolves around a 12-year old girl who , with the help of two friends , robs the state-of-the-art bank where her mother works to acquire the cash needed for a costly operation to save her dying father . 	0
nicely combines the enigmatic features of 'memento' with the hallucinatory drug culture of 'requiem for a dream . '	1
'[sex and lucia]is so seductive and profound , it's as if we're witnessing a greek myth coil and flower . . . '	1
almost everything about the film is unsettling , from the preposterous hairpiece worn by lai's villainous father to the endless action sequences . 	1
an observation and reflection on contemporary life in the uk from a director with unique eclectic vision , a poetical attempt at defining what it is to live in this country . 	0
unfortunately this film will not satisfy if you are looking to discover the missing link , but if you are simply interested in humor and some 'interesting' footage , to say the least , you will not be disappointed . 	1
sensitive ensemble performances and good period reconstruction add up to a moving tragedy with some buoyant human moments . 	1
the film's almost unbearable portrait of sadness and grief transcends its specific story to speak to the ways in which need , history and presumption tangle , and sometimes destroy , blood ties . 	1
fate steps in and throws the unlikely pair together for one night . 	0
along the way she must fend off the unwelcome advances of national tv talk-show host krystal ( with a k ) , her seedy pop svengali phil spectacle , and her enigmatic live-in sidekick dromedary girl ; as well as avoiding detection by natasha , the bewildered international spy with a penchant for inner monologues , who in turn may just bring reinalda's mysterious past back to haunt her one final time . . . 	0
arrested and imprisoned in a juvenile detention facility , leland comes in contact with an aspiring writer and prison teacher , pearl madison ( cheadle ) . 	0
the elders bikes are unfortunately backed over at the post office and they end up bumming a ride with an older but kindly man . 	0
in the end , the film feels homogenized and a bit contrived , as if we're looking back at a tattered and ugly past with rose-tinted glasses . 	1
suddenly , a young boy starts to become ill and starts to suffer from the same syndromes that regan from the fist movie suffered . 	0
one can't shake the feeling that crossroads is nothing more than an hour-and-a-half-long commercial for britney's latest album . 	1
it's rare to find a film to which the adjective 'gentle' applies , but the word perfectly describes pauline & paulette . 	1
neither revelatory nor truly edgy--merely crassly flamboyant and comedically labored . 	1
we do get the distinct impression that this franchise is drawing to a close . 	1
holland lets things peter out midway , but it's notably better acted -- and far less crass - than some other recent efforts in the burgeoning genre of films about black urban professionals . 	1
the direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why . 	1
ripped of her humanity , testud's christine becomes a working stiff of greek proportions . 	1
she sets out to strike down her once fellow assassins , leaving bill for last . 	0
real problems arise when he awakes to discover that his right hand is missing . 	0
a stone building , newly restored , stands in the clear light of the autumnal equinox . 	0
a guilty pleasure at best , and not worth seeing unless you want to laugh at it . 	1
whatever eyre's failings as a dramatist , he deserves credit for bringing audiences into this hard and bitter place . 	1
his search soon sends him down a dangerous path . . . 	0
" "" the mothman prophecies "" is a difficult film to shake from your conscience when night falls . "	1
after returning home from a two week trial in chicago , rachel bishop ( rachel nord ) finds her sister emily bishop ( nancy walters ) missing . 	0
tony gayton's script doesn't give us anything we haven't seen before , but director d . j . caruso's grimy visual veneer and kilmer's absorbing performance increase the gravitational pull considerably . 	1
living in a beach shack with three roommates including her rebellious younger sister , she is up before dawn every morning to conquer the waves and count the days until the pipe masters surf competition . 	0
although no pastry is violated , this nasty comedy pokes fun at the same easy targets as other rowdy raunch-fests -- farts , boobs , unmentionables -- without much success . 	1
you'd think by now america would have had enough of plucky british eccentrics with hearts of gold . yet the act is still charming here . 	1
epic battles , spectacular effects and multiple story lines make the two towers a most excellent middle chapter in the lord of the rings film trilogy . 	1
nothing short of a masterpiece -- and a challenging one . 	1
how much you are moved by the emotional tumult of [fran�ois and mich�le's] relationship depends a lot on how interesting and likable you find them . 	1
none of these characters resembles anyone you've ever met in real life , unless you happen to know annoyingly self-involved people who speak in glib sentences that could have only come from the pen of a screenwriter . 	1
unlike trey parker , sandler doesn't understand that the idea of exploiting molestation for laughs is funny , not actually exploiting it yourself . 	1
the problem is the needlessly poor quality of its archival prints and film footage . the images lack contrast , are murky and are frequently too dark to be decipherable . 	1
the film has too many spots where it's on slippery footing , but is acceptable entertainment for the entire family and one that's especially fit for the kiddies . 	1
he's got the rap , the charm and his little black book weighs several pounds . 	0
adam sandler is to gary cooper what a gnat is to a racehorse . 	1
bear has never gotten over the separation from his wife and daughter after having been convicted for armed robbery and homicide and sent to prison . 	0
one of the most splendid entertainments to emerge from the french film industry in years . 	1
crush could be the worst film a man has made about women since valley of the dolls . 	1
the first crusade to free the holy land has ended . 	0
joe enders , a decorated marine who is by-the-book to a fault , is just coming back on duty ( by cheating on his medical tests ) . 	0
dogville is shot exclusively in studio with a minimum of props once again allowing the actors' maximum freedom and full exposure inspired by televised theatre of the 70s . 	0
it is a film that will have people walking out halfway through , will encourage others to stand up and applaud , and will , undoubtedly , leave both camps engaged in a ferocious debate for years to come . 	1
standing by yourself tracks the movements and daily machinations of a group of outcast friends in their strip-mall new york state hometown . 	0
some guests join the family for a farewell-part for lena . 	0
bruce is a down on his luck tv news reporter . 	0
successful filmmakers were asked how they balanced a family and a career . 	0
a depressingly retrograde , 'post-feminist' romantic comedy that takes an astonishingly condescending attitude toward women . 	1
five men and women race against time ( and sometimes their own knack for self-sabotage ) to save the consummate southern , rowdy group house from the academic upper crust and a vindictive sorority . 	0
two college grads land an entry level mafia job driving a retiring don's car cross country . 	0
on their way back , they drive through death valley . 	0
in a small fishing village an established fishmonger , davis , starts to have his supply bought from under him by new boy alan leech . 	0
"the best didacticism is one carried by a strong sense of humanism , and bertrand tavernier's oft-brilliant safe conduct ( "" laissez-passer "" ) wears its heart on its sleeve . "	1
rarely has so much money delivered so little entertainment . 	1
sort of an existential version of a seinfeld episode . 	1
the controversial bad-boy of comedy delivers a piercing look at his life , lifting the metaphorical smokescreen that he feels has clouded the public view , commenting on everything from the dangers of smoking to the trials of relationships , and unleashing a nonstop litany of raucous anecdotes , stinging social commentary and very personal reflections about life . 	0
in his own mental state , he sees his wife alive and beautiful . 	0
july 1 , 1981 four people were bludgeoned to death . 	0
he spends each night lying awake in torment , waiting and watching as the evil in the darkness grows stronger , feeding off his fear . 	0
coppola's directorial debut is an incredibly layered and stylistic film that , despite a fairly slow paced , almost humdrum approach to character development , still manages at least a decent attempt at meaningful cinema . 	1
while the finished product is still fun , never dull and the athletes themselves remarkable , inspired and apt , the production could have been improved . 	1
by halfway through this picture i was beginning to hate it , and , of course , feeling guilty for it . . . . then , miracle of miracles , the movie does a flip-flop . 	1
saruman's army of uruk hai is ready to launch an assault against aragorn and the people of rohan . 	0
its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly giddy viewing . 	1
now the chinese man shows up wanting the gems . 	0
every moment crackles with tension , and by the end of the flick , you're on the edge of your seat . 	1
it may not be history � but then again , what if it is ? � but it makes for one of the most purely enjoyable and satisfying evenings at the movies i've had in a while . 	1
of course , deeds' sincere naivet&#233 ; has babe falling in love with him instead . 	0
eagle is facing his own living hell 3 , 000 miles away in new jersey . 	0
suffers from the lack of a compelling or comprehensible narrative . still , as a visual treat , the film is almost unsurpassed . 	1
the movie's accumulated force still feels like an ugly knot tightening in your stomach . but is that knot from dramatic tension or a symptom of artistic malnutrition ? 	1
likely to expertly drum up repressed teenage memories in any viewer . 	1
though it inspires some ( out-of-field ) creative thought , the film is -- to its own detriment -- much more a cinematic collage than a polemical tract . 	1
often overwrought and at times positively irritating , the film turns into an engrossing thriller almost in spite of itself . 	1
"as of then , bettien became a "" pentita "" and now is a guest of the "" witness protection program "" . "	0
boasts enough funny dialogue and sharp characterizations to be mildly amusing . 	1
gondry's direction is adequate . . . but what gives human nature its unique feel is kaufman's script . 	1
a chick flick of the first order , disguised by just enough historical detail to elevate the proceedings somewhat . 	1
he soon realizes that he is being hunted and takes off with marie on a search to find out who he is and why he is being hunted . 	0
a fast-paced look into the world of underground street-racing . 	0
and if she's lucky , she may find love along the way . 	0
a tired , unnecessary retread . . . a stale copy of a picture that wasn't all that great to begin with . 	1
an undercover narc dies , the investigation stalls , so the detroit p . d . 	0
the film is rich with colorful characters and enlivened by its strong , convincing picture of rural trinidad . 	1
none of his actors stand out , but that's less of a problem here than it would be in another film : characterization matters less than atmosphere . 	1
a dark and quirky comedy set in an eccentric north london jewish old age home , paradise grove revolves around a dysfunctional family comprising 79-year-old izzie goldberg , determined to die with dignity , his daughter dee perry , a mixture of traditional jewish mother and child of the sixties , and her teenage son keith , who's half-black and half-jewish , and understandably undergoing an identity crisis . 	0
now with the help of the trixter arpid , tribal leader balthazar and an unexpected ally , it's up to mathayus to fufill his destiny and become the great scorpion king . 	0
no earth-shattering accomplishment , but an unusually smart movie that the whole family can go to without a single person getting bored or talked down to . 	1
before long , a large canada goose covered entirely with duct tape is attached to the possum van , and red and the boys set out on their pilgrimage to save the lodge . 	0
rock solid family fun out of the gates , extremely imaginative through out , but wanes in the middle	1
it's not that kung pow isn't funny some of the time -- it just isn't any funnier than bad martial arts movies are all by themselves , without all oedekerk's impish augmentation . 	1
with a shower like this , what could go wrong with the wedding ? 	0
it's all about love is a fresh take on modern love and future life as two lovers struggle in a conspiracy of epic proportions . 	0
jason must get back , therefore he gets a new and unique mask , and goes after the kids of elm street . 	0
this is a fragmented film , once a good idea that was followed by the bad idea to turn it into a movie . 	1
tuck everlasting is the story of a girl named winnie and a family who she meets , the tucks . 	0
he sabotages evan and gets the job of anchorman . 	0
after escaping from the racoon city medical facility alice searches for answers to the t-virus and how to contain it , all while trying to find a way to escape the ruined city with fellow survivors . 	0
by the end , you just don't care whether that cold-hearted snake petrovich ( that would be reno ) gets his comeuppance . just bring on the battle bots , please ! 	1
it manages to squeeze by on angelina jolie's surprising flair for self-deprecating comedy . 	1
together with his men , mcnamara uses a hero's resolve to carry out his mission , ultimately forced to weigh the value of his life against the good of his country . 	0
there's a great deal of corny dialogue and preposterous moments . and yet , it still works . 	1
the action sequences are fun and reminiscent of combat scenes from the star wars series . 	1
 . . . if it had been only half-an-hour long or a tv special , the humor would have been fast and furious-- at ninety minutes , it drags . 	1
harry , it turns out , is a parsel-tongue . 	0
after finding the plane and its crew torn to shreds , the group tries to piece together clues about what could be responsible for the carnage . 	0
a stunning piece of visual poetry that will , hopefully , be remembered as one of the most important stories to be told in australia's film history . 	1
sheridan is painfully bad , a fourth-rate jim carrey who doesn't understand the difference between dumb fun and just plain dumb . 	1
upon sighting a small , previously not there , diner , he pulls in to find help . 	0
lotte goes to live with her upper middle class dutch aunt in holland , anna to work as a farm hand on her german uncle's rural farm . 	0
being blue is not his only predicament ; he also lacks the ability to outwardly express his emotions . 	0
300 years of russian history and culture compressed into an evanescent , seamless and sumptuous stream of consciousness . 	1
mocking kung fu pictures when they were a staple of exploitation theater programming was witty . mocking them now is an exercise in pointlessness . 	1
despite an impressive roster of stars and direction from kathryn bigelow , the weight of water is oppressively heavy . 	1
kamel , a young man from the french ghetto , near paris , is coming back to france . 	0
in the shop we find eddie ( the entertainer ) , an old barber with strong opinions and no customers . 	0
all her father gus wants is for her to get married to a nice greek boy . 	0
an absorbing trip into the minds and motivations of people under stress as well as a keen , unsentimental look at variations on the theme of motherhood . 	1
the overall effect is awe and affection -- and a strange urge to get on a board and , uh , shred , dude . 	1
if you keep a list of films you want to see one way or another , you would be doing yourself a service by keeping this film high up on that list . 	1
this is one of mr . chabrol's subtlest works , but also one of his most uncanny . 	1
it's absolutely amazing how first-time director kevin donovan managed to find something new to add to the canon of chan . make chan's action sequences boring . 	1
in the pianist , polanski is saying what he has long wanted to say , confronting the roots of his own preoccupations and obsessions , and he allows nothing to get in the way . 	1
this new movie version of the alexandre dumas classic is the stuff of high romance , brought off with considerable wit . 	1
amid the new populist comedies that underscore the importance of family tradition and familial community , one would be hard-pressed to find a movie with a bigger , fatter heart than barbershop . 	1
no matter how hard you run from the past , it has a way of catching up with you . 	0
